DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
PER,BUN,416261,54000,215090100
PER,BUN,127925,6280,25014182
PER,BUN,6846,306468,1220708014
PER,BUN,7635,504192,2008272364
PER,BUN,73563,151609,6064223551
PER,BUN,8482091,19028894,7611386339
PER,BUN,62,130,5178095
PER,BUN,15464,3640,14498666
PER,BUN,10893586,7289277,2915645196
PER,BUN,318263,19567595,7794066602
PER,BUN,97400,5988579,2385340844
PER,BUN,42313,2816533,1121867342
PER,BUN,185529,11405799,4543100829
PER,BUN,95,370518,1490671722
PER,BUN,4128,234676,934749709
PER,BUN,36356,7414365,2953252795
PER,BUN,111500,398253,1586301436
PER,BUN,88,80,318652
PER,BUN,88,80,318652
PER,BUN,27,1375,54768312
PER,BUN,6397,24514671,9369629829
PER,BUN,15,11295,431700547
PER,SMR,24376,375617,15194534
PER,SMR,500,18627,75350312
PER,SMR,3120,72551,293484756
PER,SMR,143556,130136,5264287499
PER,SMR,40955,292948,1185039108
PER,SMR,98500,1611787,6520033008
PER,SMR,783,9946,40233758
PER,SMR,6000,127926,517488813
PER,SMR,30000,133263,539078152
PER,SMR,12203,58908,238295819
PER,SMR,25043,1776673,7187033152
PER,SMR,10900,202914,820831771
POL,BUN,19924,8224911,3309054418
POL,BUN,15400,235210,9106037545
POL,BUN,19608,7656916,306162552
POL,BUN,15400,313390,1213273716
POL,BUN,15400,275198,1098282194
POL,BUN,19895,827632,3347953519
POL,BUN,4055,1772035,6956601841
POL,BUN,18901,8144493,3243544337
POL,BUN,38442,1441154,5749555941
POL,BUN,19233,793112,303131372
POL,BUN,32640,81600,325655808
PRT,BUN,21639,8706297,3444106618
PRT,BUN,81624,36474939,1435052408
PRT,BUN,21652,8890457,3441895975
PRI,BUN,12190,1473101,5783055712
PRI,BUN,124965,978476,3904980299
PRI,BUN,12190,1473101,5959017627
PRI,BUN,300000,237822,9311753935
PRI,BUN,250000,166850,6578945555
PRI,BUN,82296,932002,3686888071
PRI,BUN,25000,276575,1085769838
PRI,BUN,122624,1133729,4534813964
PRI,BUN,182000,176540,7045499552
PRI,BUN,256666,845933,3369478028
PRI,BUN,92628,9250517,3742037637
PRI,BUN,2700,7575,3017236125
PRI,BUN,2218,11474285,4570379829
PRI,BUN,274750,2221675,8851878079
PRI,BUN,9,1095,43615492
PRI,BUN,198442,1989274,7923576733
PRI,BUN,42669,339076,1350590568
PRI,BUN,787526,1598412,6366714757
PRI,BUN,185184,3640,14498666
PRI,BUN,1205,4727215,188594606
PRI,BUN,49700,4106711,1635764592
PRI,BUN,3434028,5666446,2165743993
PRI,BUN,20381,847218,3238109556
PRI,BUN,2160,3828,146308074
PRI,BUN,22880,4906936,1899695738
PRI,BUN,100000,30977,1183956429
PRI,BUN,982992,243295,9728174904
PRI,BUN,92490,9183152,367189251
PRI,BUN,15876,141806,567012709
PRI,BUN,500000,11630,465026713
PRI,BUN,2147,951667,3805250015
PRI,BUN,1842,5730743,2291443319
PRI,BUN,16,8,3198808
PRI,BUN,6,660,26390166
PRI,BUN,25,5,1999255
PRI,BUN,4832412,10943835,4284981987
PRI,BUN,141010,13906337,5444928907
PRI,BUN,1800,5322,2083791846
PRI,BUN,130784,284488,1113892849
PRI,BUN,2160,3828,1498826604
PRI,BUN,29160,1321456,5174068466
PRI,BUN,25320,933152,3653691335
GBR,BUN,38411,15080158,6100255674
GBR,BUN,38471,14927297,5945766305
GBR,BUN,39873,15361358,6180196912
GBR,BUN,19195,8023236,3200910118
GBR,BUN,38453,16484204,6471319354
GBR,BUN,19243,95453,3818034092
GBR,BUN,19226,8439115,3360877549
GBR,BUN,78558,37360865,1464943876
GBR,BUN,40003,17867419,7045176914
GBR,BUN,19982,10906738,4193433533
GBR,BUN,38486,14773829,5883677399
GBR,BUN,19275,9534507,3733169474
GBR,BUN,20997,8472775,334550910
GBR,BUN,19253,7669818,306749002
GBR,BUN,60856,28453738,1102687792
GBR,BUN,19229,8749128,3425659825
GBR,BUN,2799,3527737,134831872
GBR,BUN,5629,3527737,134831872
GBR,BUN,10044,7055474,269663744
GBR,BUN,12206,6684728,2617358455
GBR,BUN,21665,8573397,3380516157
GBR,BUN,38440,15709294,6104305437
GBR,BUN,19237,8270004,3272242103
GBR,BUN,19204,8116029,3101986864
GBR,BUN,20065,9488452,3724948021
GBR,BUN,20000,4385507,175416333
GBR,BUN,23580,254664,1018510842
GBR,BUN,1056408,1888709,7537610971
GBR,BUN,105900,7172713,2838070389
GBR,BUN,12600,21420,856480842
DOM,BUN,152125,10624436,4170909211
DOM,BUN,130046,10700838,420090288
DOM,BUN,180589,938321,3683632432
DOM,BUN,51121,4289642,1715217643
DOM,BUN,144,3254832,1283390022
DOM,BUN,25,39801,158841014
DOM,BUN,630,14156368,5660437901
DOM,BUN,76,1725428,6899141112
DOM,BUN,3,91697,366651371
DOM,BUN,28000,9492,3755756592
DOM,BUN,61529,10364976,4069051183
DOM,BUN,18000,44050,1772224005
DOM,BUN,697,194134,762125433
DOM,BUN,11162,1512355,5971594211
DOM,BUN,219535,17585217,701420487
DOM,BUN,23200,1471947,5824141011
DOM,BUN,24000,879408,3478832519
DOM,BUN,3486,91715,3653146022
DOM,BUN,383443,129738,5167659147
DOM,BUN,59904,8333,3319158895
DOM,BUN,13330,6120112,2447132903
DOM,BUN,1,240000,955956000
DOM,BUN,32,22096,880116824
DOM,BUN,2900399,6641494,2619940032
DOM,BUN,3230,749557,2947700362
DOM,BUN,1386,198849,7919161425
DOM,BUN,2550,1132062,4508436915
DOM,BUN,600,1524,6069330
DOM,BUN,1668,1349532,537451119
DOM,BUN,3612,250698,998404785
DOM,BUN,726,119998,477892035
DOM,BUN,50000,4013203,1537961091
DOM,BUN,23400,1590638,6360181949
DOM,BUN,5687,26048,103736160
DOM,BUN,137000,10858658,4235282796
DOM,BUN,3772,40996,1639229159
DOM,BUN,1050,3864,1545024264
DOM,BUN,28245,7518,3006079818
DOM,BUN,6825,26355,1053807311
DOM,BUN,2176887,406128,1590165755
DOM,BUN,24192,8280,324197604
DOM,BUN,60071,4943844,1889561896
DOM,BUN,115,10078,39459703
DOM,BUN,6000,25986,1017463639
ROU,BUN,39959,16294955,6591667787
ROU,BUN,39970,16566158,6553373311
ROU,BUN,6294,2764931,1090220588
RUS,BUN,39842,17303615,6892289409
KNA,BUN,26500,176861,6799969414
VCT,BUN,53000,353722,139104360
VCT,BUN,159000,9803331,3919871704
SEN,BUN,227052,3799425,1516304924
SEN,BUN,100,118,47092384
SGP,BUN,12280,5380499,2121546897
SGP,BUN,7020,3553323,1401085919
SGP,BUN,96038,2527053,1006563116
SGP,BUN,1398,1287817,4922100964
ZAF,BUN,38479,18611981,7205535384
SWE,BUN,64975,26442969,1057324760
SWE,BUN,21009,8313801,328883991
SWE,BUN,20935,9313736,3747111581
SWE,BUN,41974,20441175,7812719291
SWE,BUN,20905,8643652,3323319965
SWE,BUN,20897,8552808,3268925982
SWE,BUN,41998,18642922,7217514038
CHE,BUN,20942,780239,3139065347
CHE,BUN,12500,51250,204103125
CHE,BUN,1590,13674,544655931
THA,BUN,18000,23040,909743616
THA,BUN,25000,14098084,5388358195
THA,BUN,26610,1399686,5596658468
THA,BUN,1330,1376539,5482066567
THA,BUN,140,141974,565411455
THA,BUN,175,144679,576184117
THA,BUN,1,66600,263461608
THA,BUN,18147,8297365,317129439
TTO,BUN,132500,9521715,3767514104
TTO,BUN,212000,15022744,6008962395
TTO,BUN,238500,18567702,7424314212
TTO,BUN,862388,231738,9269311435
TTO,BUN,5800,25030528,9903979197
TTO,BUN,26,30,1199973
TTO,BUN,619,548,219195068
TTO,BUN,30,15,593514
TTO,BUN,12,876,34661217
TTO,BUN,15,435,17211906
TTO,BUN,55,11,4352436
TTO,BUN,11106,326018,1298366685
TTO,BUN,9481,360425,1435392562
TTO,BUN,168,2090,8323425
TTO,BUN,42000,3140466,1253322295
TTO,BUN,53000,324625,1248121446
TTO,BUN,30,22299,88805767
TTO,BUN,300,6732,2681019
TTO,BUN,52388,51852,2039126567
TUR,BUN,38413,17016959,6542697413
TUR,BUN,19249,8277262,3303355937
TUR,BUN,38485,22132723,8829960504
URY,BUN,15384,69282,2770247698
URY,BUN,33120,1147174,458698671
URY,BUN,9792,530082,2119538177
URY,BUN,75000,168915,6581789867
URY,BUN,25000,5912947,2365125583
URY,BUN,48490,406211,1624238746
URY,BUN,61729,5308694,202900939
URY,BUN,66,4224,1682208
URY,BUN,720,151995,605320087
URY,BUN,2076,711972,283542849
URY,BUN,1128,314473,1252388723
VEN,BUN,676821,12473958,4884090937
VEN,BUN,248472,47908,1937983998
VNM,BUN,28000,1376558,538981649
VNM,BUN,900,619875,247384674
VNM,BUN,9980,4247468,1663066363
VNM,BUN,59897,24857255,9939198269
VNM,BUN,20019,8685549,3494378759
VNM,BUN,59878,2425059,9674894133
VNM,BUN,19980,837571,3242614248
VNM,BUN,39936,16741359,6624153964
VNM,BUN,4000,1856537,7138032022
VNM,BUN,4000,1856537,7423381759
CHL,BUN,3141317,32453557,1268180248
CHL,BUN,169307,7887463,3065568221
CHL,BUN,243757,6607552,2564638747
CHL,BUN,4375,123874,4808462
CHL,BUN,789367,7160987,2784293492
CHL,BUN,29853,93835,362172869
CHL,BUN,95943,504706,1959101987
CHL,BUN,71482,373947,146739648
CHL,BUN,4889,17388,66853556
CHL,BUN,404678,4505698,1759017831
CHL,BUN,31495,171451,6747389038
CHL,BUN,145188,707266,2823843579
CHL,BUN,639746,5015492,1958763057
CHL,BUN,46479,87459,34210787
CHL,BUN,137814,1053688,4076764889
CHL,BUN,15497,66555,2623678863
CHL,BUN,874,3557,13675989
CHL,BUN,53379,64052,2494308327
CHL,BUN,5416,127643,502830171
CHL,BUN,18402,167737,644916894
CHL,BUN,4494,340036,1331582128
CHL,BUN,2906,81919,322942572
CHL,BUN,22913,315571,1219297394
CHL,BUN,41,2848,11391743
CHL,BUN,105,7405,29619333
CHL,BUN,24,2897,11138414
ECU,IPI,3,762,3034665
ECU,IPI,18,2036,810837
ECU,IPI,9,1368,544806
ECU,IPI,467,50566,201379095
ECU,IPI,95,9914,39482505
ECU,IPI,7,2247,89486775
ECU,IPI,12,3204,1275993
ECU,IPI,31,9591,381961575
ECU,IPI,6,1542,6141015
ECU,IPI,170,6494,25862355
ECU,IPI,247,121301,4830812325
ECU,IPI,479,104489,4161274425
ECU,IPI,3,66,262845
ECU,IPI,450,94306,375573645
ECU,IPI,197,51675,2057956875
ECU,IPI,245,61293,2440993725
ECU,IPI,1085,240528,95790276
ECU,IPI,943,176002,700927965
ECU,IPI,54,1116,4444470
ECU,IPI,11,6138,24444585
ECU,IPI,10447,1421509,5615821774
ECU,IPI,428636,2115353,8423796225
ECU,IPI,3581459,8794569,3439482034
ECU,IPI,2115147,8428377,3363682025
ECU,IPI,49853,2043914,8174490969
ECU,IPI,298846,13090316,5224595847
ECU,IPI,10635,95715,3811887023
ECU,IPI,400,1376,5479920
ECU,IPI,6759677,32938688,1311892062
ECU,IPI,382415,21960716,8716599929
ECU,IPI,30,4725,187009356
ECU,IPI,170,91936,362506406
ECU,IPI,29525,1146129,4574012743
ECU,IPI,15740,4553348,1788207861
ECU,IPI,806092,3427856,135162106
ECU,IPI,5487744,28537261,1118138131
ECU,IPI,4344418,1554691,6160874755
ECU,IPI,19536,476471,1901538584
ECU,IPI,21936,7720,30749918
ECU,IPI,7107199,20508444,815449076
ECU,IPI,18576025,51509548,2039103853
ECU,IPI,19656,4209648,1680020001
ECU,IPI,147312,52848,2091877694
ECU,IPI,124752,86467,3428026161
ECU,IPI,1740,96574,3829250621
ECU,IPI,2660284,44917738,1778797861
ECU,IPI,868538,10489313,4179125923
ECU,IPI,2508,1988844,7955197004
ECU,IPI,11658,4834544,1909980121
ECU,IPI,20524,674724,2692742517
ECU,IPI,26112,98736,3948877204
ECU,IPI,152,62472,249318255
ECU,IPI,1700,3043,1214424784
ECU,IPI,152,380,15165344
ECU,IPI,3920,7868,311317876
ECU,IPI,212,31628,1256320084
ECU,IPI,44,951196,3724341354
ECU,IPI,3310,799,316145124
ECU,IPI,720,249033,1001912055
ECU,IPI,20,651,259303065
ECU,IPI,14985,282628,1111004151
ECU,IPI,19813,1323451,5186092036
ECU,IPI,3965,540033,2064033127
ECU,IPI,48,37968,145115594
ECU,IPI,693925,5138322,2046707938
ECU,IPI,13498,6215696,2456936284
ECU,IPI,14175,346356,1376047107
ECU,IPI,1372836,5227264,2067497352
ECU,IPI,312,20424,816655682
ECU,IPI,1188,360954,1449289228
ECU,IPI,3269,1808138,717139771
ECU,IPI,61140,7473026,2956717063
ECU,IPI,15875,1966282,7910765405
ECU,IPI,15000,15920,623336456
ECU,IPI,54600,629265,2516122395
ECU,IPI,6903,552,218413152
ECU,IPI,55346,405071,1548201615
ECU,IPI,256665,1182539,4519723184
ECU,IPI,935982,3729303,1460227187
ECU,IPI,28800,73625,281398431
ECU,IPI,2463,547206,215177224
ECU,IPI,46,66516,266026085
ECU,IPI,1860,1839853,7333065711
ECU,IPI,2300,3820,14788939
ECU,IPI,20000,3000,11972640
ECU,IPI,4000,2767,1083399481
ECU,IPI,900,2664,106281612
ECU,IPI,9058,270843,1072478483
ECU,IPI,674298,5976036,2367261946
ECU,IPI,3148531,6513715,2548009014
ECU,IPI,1644051,5654511,225311789
ECU,IPI,1709015,3838104,1528601767
ECU,IPI,132,1584,631385832
ECU,IPI,72468,79747,315396362
ECU,IPI,104,388,15191868
ECU,IPI,356,13336,52216174
ECU,IPI,503222,1028582,4079378074
ECU,IPI,734,27108,106139476
ECU,IPI,1024,734845,293828508
ECU,IPI,453,32291,1290537858
ECU,IPI,136,4692,187610089
ECU,IPI,2926,1108778,443345992
ECU,IPI,1150,737152,2929237355
ECU,IPI,184,141428,563328938
ECU,IPI,228,211502,837173739
ECU,IPI,440,193831,772768193
ECU,IPI,3974,1463108,5843516785
ECU,IPI,463,599325,2387201373
ECU,IPI,66,120714,480821969
ECU,IPI,533,32368,1286119932
ECU,IPI,244,2376,932762952
ECU,IPI,139,675401,2690223493
ECU,IPI,216,5252,209195038
ECU,IPI,207,394542,1571519967
ECU,IPI,248,272552,1085615498
ECU,IPI,93,93279,371544248
ECU,IPI,2465,2059065,8225372538
ECU,IPI,549,351909,1407111655
ECU,IPI,860,1344787,5356488339
ECU,IPI,337,611699,2436488871
ECU,IPI,1427,2122113,845344642
ECU,IPI,44,69608,277259105
ECU,IPI,67,114101,454481398
ECU,IPI,278,426313,1698068625
ECU,IPI,250,216212,861204827
ECU,IPI,281,394307,1570583927
ECU,IPI,600,7200,27874440
ECU,IPI,305,3690,142856505
ECU,IPI,40,12132,483235758
ECU,IPI,171,185625,739372218
ECU,IPI,508,48955,1953822539
ECU,IPI,3168,451496,1767800983
ECU,IPI,1251,36127,141452739
ECU,IPI,21000,2280,9081582
ECU,IPI,300,1290,49941705
ECU,IPI,767,14326,5728265426
ECU,IPI,22332,38942526,1528396453
ECU,IPI,157645,601433,2379726037
ECU,IPI,530,6137,242826361
ECU,IPI,130,462985,1851676098
ECU,IPI,2143,2290545,9123584316
ECU,IPI,45,98325,386001335
ECU,IPI,5639,357543,1438470573
ECU,IPI,91,230138,916674174
ECU,IPI,6600,10608,422467552
ECU,IPI,4,6548,25908864
ECU,IPI,16,33384,132092475
ECU,IPI,100,381,150752556
ECU,IPI,150,426,168557976
ECU,IPI,20,12356,488897265
ECU,IPI,4908,3925,15530283
ECU,IPI,60,4428,175205332
ECU,IPI,1128,7866704,3133426204
ECU,IPI,391,530491,2113025226
ECU,IPI,835,2172319,8595344926
ECU,IPI,12,24612,97383777
ECU,IPI,49,1486588,5681813665
ECU,IPI,95,14770457,5829502602
ECU,IPI,41,618188,2464421932
ECU,IPI,1,21732,867009006
ECU,IPI,93,1368949,539827263
ECU,IPI,75839,418089,1667986969
ECU,IPI,162,3654,147008092
ECU,IPI,1474,8786,34896593
ECU,IPI,25000,6520,26011866
ECU,IPI,5100,104515,4046245967
ECU,IPI,6350,11995,4643804275
ECU,IPI,500,2975,1151756375
ECU,IPI,253,17229,65850099
ECU,IPI,2222,19247,742046967
ECU,IPI,4050,21278,850566143
ECU,IPI,33743,1484466,5781914493
ECU,IPI,1050,224326,896969754
ECU,IPI,2210,313716,1253564464
ECU,IPI,40600,6661923,2650482251
ECU,IPI,6505,1817161,7265936429
ECU,IPI,53100,10977879,4304324371
ECU,IPI,405616,10428524,4046920972
ECU,IPI,538683,4863048,193457427
ECU,IPI,2500,5939,2375261477
ECU,IPI,2693156,10107409,4022758925
ECU,IPI,3700,50135,197683809
ECU,IPI,590,904735,3618424299
ECU,IPI,528,112147,448524076
ECU,IPI,15060,62915,2516241384
ECU,IPI,1985,50688,2027231078
ECU,IPI,16664,7695468,3013106627
ECU,IPI,156,236544,948346989
ECU,IPI,4609,3176534,1278362789
ECU,IPI,103018,2010278,7683383029
ECU,IPI,1224,1738726,6954747514
ECU,IPI,13718,5924046,2364642542
ECU,IPI,7562,60496,241491193
ECU,IPI,171,1973483,7769566524
ECU,IPI,1,9927,3914245881
ECU,IPI,498,86154,34448763
ECU,IPI,34870,533511,2110974984
ECU,IPI,225,94725,377910123
ECU,IPI,150,60499,244731764
ECU,IPI,9261,4737664,1894359688
ECU,IPI,3000,6300,25190613
ECU,IPI,630,676374,2698427891
ECU,IPI,3200,845945,3422033632
ECU,IPI,91888,2580652,1032151964
ECU,IPI,500,545998,217828632
ECU,IPI,3000,228155,912280049
ECU,IPI,181405,2558153,1012197455
ECU,IPI,3150,23625,93478455
ECU,IPI,120000,5800,23191358
ECU,IPI,101000,95219,3769824154
ECU,IPI,15876,45564,181779856
ECU,IPI,14567,426305,1691715072
ECU,IPI,200,816,325655808
ECU,IPI,4000,760,30133677
ECU,IPI,4536,16919,6505034
ECU,IPI,900,7400,28648730
ECU,IPI,4705,95029,3680215469
ECU,IPI,6804,11091,44248099
ECU,IPI,500,13107,52207147
ECU,IPI,10,523,20865346
ECU,IPI,10,411,1639705
ECU,IPI,190,4047,161457088
ECU,IPI,3000,22270,871966261
ECU,IPI,50,875,34908562
ECU,IPI,21516,4280194,1694800128
ECU,IPI,4000,23800,94170888
ECU,IPI,8626,857713,3367618176
ECU,IPI,254,23774,90865416
ECU,IPI,270,30915,1236139366
ECU,IPI,6217,1214131,4741142524
ECU,IPI,50,214,8537637
ECU,IPI,10987,1659426,6504798969
ECU,IPI,59986,2842888,1101690244
ECU,IPI,2494,260804,101588206
ECU,IPI,3222,462357,1802945981
ECU,IPI,88,10574,42280244
ECU,IPI,361,273348,1092984711
ECU,IPI,807,522084,2077455762
ECU,IPI,2889,1363411,5450465419
ECU,IPI,110,110496,437206152
ECU,IPI,519,268352,1071652345
ECU,IPI,390,12636,505251723
ECU,IPI,40,1888,74687014
ECU,IPI,2131,1438302,5689750115
ECU,IPI,5199,812196,3236409723
ECU,IPI,5782,3079586,1230871118
ECU,IPI,1901529,6239978,247424113
ECU,IPI,383085,1015414,4003798766
ECU,IPI,229828,678752,270245971
ECU,IPI,63249,177172,695069435
ECU,IPI,175307,422447,165840122
ECU,IPI,539409,13676654,5385815058
ECU,IPI,1542833,3827807,150701066
ECU,IPI,1578589,4176671,1649122842
ECU,IPI,5034,1575,62998582
ECU,IPI,2960071,8724103,3441951231
ECU,IPI,286528,917031,3665451277
ECU,IPI,5,4465,1781334
ECU,IPI,468,284544,1123533365
ECU,IPI,1154335,4368447,175743212
ECU,IPI,112,35976,142316738
ECU,IPI,11000,38875,1554965013
ECU,IPI,908,13438,53611572
ECU,IPI,500,64076,255224319
ECU,IPI,1000,1725,667825125
ECU,IPI,18016,5547293,2190021721
ECU,IPI,5066,4351068,1718081387
ECU,IPI,650,1762,704537462
ECU,IPI,25,284,11330322
ECU,IPI,1590,36721,1477362944
ECU,IPI,90,5875,234386062
ECU,IPI,6000,5910,236311941
ECU,IPI,1000,1270,50667285
ECU,IPI,10500,11844,4735835244
ECU,IPI,200,48804,191088645
ECU,IPI,27382,6444105,2558241962
ECU,IPI,40,2388,95270454
ECU,IPI,10,295,11669846
ECU,IPI,20,27975,111428621
ECU,IPI,11120,3977723,1589366004
ECU,IPI,372,278628,1111600337
ECU,IPI,2000,552922,2202371264
ECU,IPI,925,1050815,4192278983
ECU,IPI,9,728,2904392
ECU,IPI,2232,1297399,5022815358
ECU,IPI,3081762,16505567,653235272
ECU,IPI,57,627,24808885
ECU,IPI,9387,91993,367010673
ECU,IPI,2182955,20082633,7964935688
ECU,IPI,100,118,4707669
ECU,IPI,2140,14256,567841309
ECU,IPI,13896,67338,2721575744
ECU,IPI,300,927,374991894
ECU,IPI,25242,2191202,8732940146
ECU,IPI,3000,6150,24283521
ECU,IPI,1567,175849,703380172
ECU,IPI,20,356,1417770
ECU,IPI,79,1261,504356695
ECU,IPI,15,435,174166938
ECU,IPI,484,5838,2325211203
ECU,IPI,5,215506,843798657
ECU,IPI,57,63662,249264104
ECU,IPI,2,45,17924175
ECU,IPI,19,562983,2204320527
ECU,IPI,8,1119,445714485
ECU,IPI,24,640,2553312
ECU,IPI,426,383,152554645
ECU,IPI,5,921,36433654
ECU,IPI,165,50094,200347446
ECU,IPI,107,241536,967797706
ECU,IPI,47,47239,191092146
ECU,IPI,8,14989,59932099
ECU,IPI,93,150592,607804784
ECU,IPI,102,71829,290564107
ECU,IPI,176,121651,492105057
ECU,IPI,1010,575436,2327169821
ECU,IPI,1,506,2035744
ECU,IPI,28,12992,52555498
ECU,IPI,88,45577,18436899
ECU,IPI,586,302859,1225131282
ECU,IPI,80,58903,237789216
ECU,IPI,212,114378,462684172
ECU,IPI,110,25816,1037657492
ECU,IPI,84,30574,123502872
ECU,IPI,161,4973,20116879
ECU,IPI,146,59002,238676069
ECU,IPI,1293,391118,1582149308
ECU,IPI,320,236627,946854148
ECU,IPI,3342,4157449,1655929562
ECU,IPI,99,110899,445714013
ECU,IPI,495,6010,240507379
ECU,IPI,1137,1311722,5246391007
ECU,IPI,226,98888,396417121
ECU,IPI,231,90595,366476705
ECU,IPI,104,7398,296164655
ECU,IPI,863,517291,2092555898
ECU,IPI,6,5413,21879982
ECU,IPI,516,168381,681138186
ECU,IPI,40,582,2354318
ECU,IPI,920,516284,2088482361
ECU,IPI,13,11128,45015208
ECU,IPI,84,32608,131906533
ECU,IPI,13783,7500713,3014986984
ECU,IPI,845,455987,1834114769
ECU,IPI,1686,1323579,5349988145
ECU,IPI,26,6476,260543079
ECU,IPI,65,1560,61242012
ECU,IPI,789,1564811,6249900128
ECU,IPI,919,1932455,7742720159
ECU,IPI,1142,2570008,1027274914
ECU,IPI,1241,534262,2159715092
ECU,IPI,195,114034,461026228
ECU,IPI,206,12459,503993958
ECU,IPI,969,799804,3194426296
ECU,IPI,27,14277,57439369
ECU,IPI,398,459459,1819489298
ECU,IPI,95,461,184274249
ECU,IPI,13,136,54385808
ECU,IPI,1,411,1653539
ECU,IPI,357,101965,4073131388
ECU,IPI,886,4432053,1765625904
ECU,IPI,334,1433904,5753676691
ECU,IPI,1404,5903594,2367720805
ECU,IPI,424,2076606,8306112272
ECU,IPI,3508,7464696,2982756951
ECU,IPI,51,1053,421084043
ECU,IPI,713,1276355,5092969531
ECU,IPI,78,1066,422275199
ECU,IPI,4,4264,17248818
ECU,IPI,337,338436,1369048074
ECU,IPI,402,1151744,4633707976
ECU,IPI,169,353238,1420564429
ECU,IPI,789,1766951,7106750284
ECU,IPI,80,103553,413201437
ECU,IPI,103,186257,749351024
ECU,IPI,264,430424,1722407848
ECU,IPI,3392,6625459,2651530855
ECU,IPI,1513,3142014,1264098214
ECU,IPI,1368,2566488,1024870241
ECU,IPI,5328,9460725,3770558534
ECU,IPI,157,143867,578807153
ECU,IPI,170,3712,1476431288
ECU,IPI,2954,5429576,2175140003
ECU,IPI,5805,9281242,3718659056
ECU,IPI,481,970811,3905776521
ECU,IPI,11,5595,22509859
ECU,IPI,118,74397,299314754
ECU,IPI,24,15272,61442463
ECU,IPI,48,24506,98592784
ECU,IPI,40,1760,7009200
ECU,IPI,60,247918,984288881
ECU,IPI,56,41376,167375021
ECU,IPI,10,7182,28894694
ECU,IPI,72,19116,769076823
ECU,IPI,252,46518,1870316739
ECU,IPI,87,1093,436724542
ECU,IPI,530,5103,2035050896
ECU,IPI,1248,2101632,8032542585
ECU,IPI,119582,8175,3269534025
ECU,IPI,7,154343,604319212
ECU,IPI,586,54,215055
ECU,IPI,9228,67797,270479521
ECU,IPI,20,708,2801386
ECU,IPI,5,152389,596668462
ECU,IPI,1700,510,20314065
ECU,IPI,50,1065,424887075
ECU,IPI,215,51156,204619395
ECU,IPI,164,247607,1001624788
ECU,IPI,103796,1594548,6354492188
ECU,IPI,5,735,2939933
ECU,IPI,347,55063,219676591
ECU,IPI,8,1832,7327835
ECU,IPI,2258,5438587,2194101646
ECU,IPI,10,345,1379968
ECU,IPI,1,434215,1681041662
ECU,IPI,36,5292,21167523
ECU,IPI,6000,6480,25806600
ECU,IPI,10,371,14839666
ECU,IPI,55,36665,1466567
ECU,IPI,100,1275,509988525
ECU,IPI,30,3822,15287654
ECU,IPI,9,28683,114729418
ECU,IPI,12,330,13199703
ECU,IPI,10,84842,339360364
ECU,IPI,36,9172,36687173
ECU,IPI,1,28110423,1119680314
ECU,IPI,30,321,127011996
ECU,IPI,400,655158,2609592587
ECU,IPI,126,196901,7790900
ECU,IPI,9398,17640592,7037511451
ECU,IPI,213,2719486,1064795707
ECU,IPI,10,42721,167271085
ECU,IPI,378,26001,1018050954
ECU,IPI,9,63,25093845
ECU,IPI,11328,3602304,1434851718
ECU,IPI,21600,25272,965908476
ECU,IPI,810,30861,1248395344
ECU,IPI,1397629,6216462,2463544187
ECU,IPI,54972,2511324,9598405894
ECU,IPI,440,41843,1638333375
ECU,IPI,230,43976,1721849496
ECU,IPI,55584,529206,2116035483
ECU,IPI,12800,48111,1838826476
ECU,IPI,4176,11748,449014434
ECU,IPI,4300,1189595,4756607503
ECU,IPI,124416,45216,1807966281
ECU,IPI,2216714,10655711,4260696699
ECU,IPI,1560488,5264266,2082301105
ECU,IPI,188946,6368853,2556024256
ECU,IPI,2825289,8686112,3449855009
ECU,IPI,3072,1424,54425992
ECU,IPI,6552,284284,1136712416
ECU,IPI,408,105468,4218625078
ECU,IPI,204,118881,475346867
ECU,IPI,2544,96195,3676620997
ECU,IPI,27700,110848,4236665984
ECU,IPI,2880,9930,379529565
ECU,IPI,2300,3987,1523851335
ECU,IPI,26200,13738,5379017734
ECU,IPI,2400,425385,1625842739
ECU,IPI,1600,431056,1647517584
ECU,IPI,24310,117528,4491978923
ECU,IPI,3300,7920,316077696
ECU,IPI,166267,180918,6914776419
ECU,IPI,780,18408,703562964
ECU,IPI,387,8186211,326592981
ECU,IPI,293,6929709,2764642054
ECU,IPI,180,9540,36462357
ECU,IPI,83,249515,9979177764
ECU,IPI,22,41266,1650404784
ECU,IPI,12,1874,749493182
ECU,IPI,3819,454714,1795964043
ECU,IPI,791337,3719207,1464083279
ECU,IPI,3600,4878,192341003
ECU,IPI,700,5572,2181677596
ECU,IPI,9,155178,6118715093
ECU,IPI,57,639757,2522581044
ECU,IPI,6,74082,2921075485
ECU,IPI,2000,425861,1684655012
ECU,IPI,3644,990926,3919984344
ECU,IPI,47030,563482,2227036769
ECU,IPI,75,45,1795896
ECU,IPI,1814,52062,207773194
ECU,IPI,2518,81543,325428327
ECU,IPI,325,165786,657956786
ECU,IPI,20412,42049,167812513
ECU,IPI,25,17775,70937892
ECU,IPI,450,441,175997808
ECU,IPI,190,4047,161510913
ECU,IPI,200,376,150057088
ECU,IPI,600,1662,663284256
ECU,IPI,31,27311,108994923
ECU,IPI,10,2429,96938475
ECU,IPI,833,1188201,4647922436
